Borough,COOPERATIVES COMPARABLE PROPERTIES Boro-Block-Lot,COOPERATIVES COMPARABLE PROPERTIES Address,COOPERATIVES COMPARABLE PROPERTIES Neighborhood,COOPERATIVES COMPARABLE PROPERTIES Building Classification,COOPERATIVES COMPARABLE PROPERTIES Total Units,COOPERATIVES COMPARABLE PROPERTIES Year Built,COOPERATIVES COMPARABLE PROPERTIES Gross SqFt,COOPERATIVES COMPARABLE PROPERTIES Estimated Gross Income,COOPERATIVES COMPARABLE PROPERTIES Gross Income per SqFt,COOPERATIVES COMPARABLE PROPERTIES Estimated Expense,COOPERATIVES COMPARABLE PROPERTIES Expense per SqFt,COOPERATIVES COMPARABLE PROPERTIES Net Operating Income,COOPERATIVES COMPARABLE PROPERTIES Full Market Value,COOPERATIVES COMPARABLE PROPERTIES Market Value per SqFt,COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1 Neighborhood,COMPARABLE RENTAL 1 Building Classification,COMPARABLE RENTAL 1 Total Units,COMPARABLE RENTAL 1 Year Built,COMPARABLE RENTAL 1 Gross SqFt,COMPARABLE RENTAL 1 Estimated Gross Income,COMPARABLE RENTAL 1 Gross Income per SqFt,COMPARABLE RENTAL 1 Estimated Expense,COMPARABLE RENTAL 1 Expense per SqFt,COMPARABLE RENTAL 1 Net Operating Income,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1 Market Value per SqFt,COMPARABLE RENTAL 1 Distance from Coop in miles,COMPARABLE RENTAL 2 Boro-Block-Lot,COMPARABLE RENTAL 2 Address,COMPARABLE RENTAL 2 Neighborhood,COMPARABLE RENTAL 2 Building Classification,COMPARABLE RENTAL 2 Total Units,COMPARABLE RENTAL 2 Year Built,COMPARABLE RENTAL 2 Gross SqFt,COMPARABLE RENTAL 2 Estimated Gross Income,COMPARABLE RENTAL 2 Gross Income per SqFt,COMPARABLE RENTAL 2 Estimated Expense,COMPARABLE RENTAL 2 Expense per SqFt,COMPARABLE RENTAL 2 Net Operating Income,COMPARABLE RENTAL 2 Full Market Value,COMPARABLE RENTAL 2 Market Value per SqFt,COMPARABLE RENTAL 2 Distance from Coop in miles,COMPARABLE RENTAL 3 Boro-Block-Lot,COMPARABLE RENTAL 3 Address,COMPARABLE RENTAL 3 Neighborhood,COMPARABLE RENTAL 3 Building Classification,COMPARABLE RENTAL 3 Total Units,COMPARABLE RENTAL 3 Year Built,COMPARABLE RENTAL 3 Gross SqFt,COMPARABLE RENTAL 3 Estimated Gross Income,COMPARABLE RENTAL 3 Gross Income per SqFt,COMPARABLE RENTAL 3 Estimated Expense,COMPARABLE RENTAL 3 Expense per SqFt,COMPARABLE RENTAL 3 Net Operating Income,COMPARABLE RENTAL 3 Full Market Value,COMPARABLE RENTAL 3 Market Value per SqFt,COMPARABLE RENTAL 3 Distance from Coop in miles
Manhattan,1-02072-0037,"502 141 STREET
New York, NY
(40.82270388772467, -73.94956696887672)",HARLEM-UPPER,C6-WALK-UP,12,1910,12270,163559,13.33,63068,5.14,100491,667000,54.36,1-02071-0029,"1606 AMSTERDAM AVENUE
New York, NY
(40.82154245112912, -73.95030365016885)",HARLEM-WEST,C7-WALK-UP,19,1910,13413,185841,13.86,80421,6,105420,695000,51.82,0.05,1-02073-0034,"1650 AMSTERDAM AVENUE
New York, NY
(40.82310727146012, -73.94917050441194)",HARLEM-UPPER,C7-WALK-UP,9,1920,10252,136703,13.33,52658,5.14,84045,1094000,106.71,0.05,1-02072-0008,559 WEST 140 STREET,HARLEM-UPPER,C1-WALK-UP,15,1920,"12,745","149,702",11.75,"79,995",6.28,"69,707","446,000",34.99,0.08
Manhattan,1-02072-0055,"552 141 STREET
New York, NY
(40.82326493078666, -73.95090090965608)",HARLEM-UPPER,D4-ELEVATOR,24,1910,22518,262110,11.64,112365,4.99,149745,931000,41.34,1-02002-0067,"594 RIVERSIDE DRIVE
New York, NY
(40.8221090240076, -73.95624816878251)",HARLEM-WEST,D1-ELEVATOR,36,1920,53832,1315977,24.45,580276,10.78,735701,3840000,71.33,0.24,1-02002-0002,"583 RIVERSIDE DRIVE
New York, NY
(40.821344600282714, -73.95718346369301)",HARLEM-WEST,D1-ELEVATOR,70,1930,67350,783954,11.64,446531,6.63,337423,2161000,32.09,0.28,1-02045-0036,2753 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,D1-ELEVATOR,24,1910,"21,147","196,462",9.29,"120,964",5.72,"75,498","449,000",21.23,0.52
Manhattan,1-02073-0028,"503 141 STREET
New York, NY
(40.82278125769691, -73.94960233328537)",HARLEM-UPPER,C6-WALK-UP,31,1920,24275,328926,13.55,140795,5.8,188131,1158000,47.7,1-02051-0033,"660 ST NICHOLAS AVENUE
New York, NY
(40.82251371892079, -73.94550127053236)",HARLEM-CENTRAL,C1-WALK-UP,30,1910,20640,352531,17.08,112075,5.43,240456,1738000,84.21,0.26,1-02051-0081,"169 EDGECOMBE AVENUE
New York, NY
(40.822243922312, -73.94452100952043)",HARLEM-CENTRAL,C1-WALK-UP,20,1910,13680,185307,13.55,116637,8.53,68670,454000,33.19,0.26,1-01987-0036,1496 AMSTERDAM AVENUE,HARLEM-WEST,C1-WALK-UP,25,1905,"17,749","217,894",12.28,"108,725",6.13,"109,169","692,000",38.99,0.4
Manhattan,1-02073-0042,"98 HAMILTON PLACE
New York, NY
(40.823431027390654, -73.9499978806789)",HARLEM-UPPER,D4-ELEVATOR,17,1900,19400,220190,11.35,115818,5.97,104372,671000,34.59,1-02045-0036,"2753 FRED
New York, NY
(40.756053999992105, -73.9869510002884)",HARLEM-CENTRAL,D1-ELEVATOR,24,1910,21147,196462,9.29,120964,5.72,75498,449000,21.23,0.48,1-02026-0029,"2400 ADAM
New York, NY
(40.756053999992105, -73.9869510002884)",HARLEM-CENTRAL,D7-ELEVATOR,57,1905,58569,672372,11.48,383041,6.54,289331,1397000,23.85,0.53,1-02038-0005,263 WEST 152 STREET,HARLEM-CENTRAL,C1-WALK-UP,35,1920,"20,772","278,387",13.4,"174,469",8.4,"103,918","689,000",33.17,0.74
Manhattan,1-02074-0021,"509 142 STREET
New York, NY
(40.82367838771981, -73.94978690588998)",HARLEM-UPPER,D4-ELEVATOR,12,1910,17862,239351,13.4,118246,6.62,121105,803000,44.96,1-02045-0036,"2753 FRED
New York, NY
(40.756053999992105, -73.9869510002884)",HARLEM-CENTRAL,D1-ELEVATOR,24,1910,21147,196462,9.29,120964,5.72,75498,449000,21.23,0.45,1-02002-0067,"594 RIVERSIDE DRIVE
New York, NY
(40.8221090240076, -73.95624816878251)",HARLEM-WEST,D1-ELEVATOR,36,1920,53832,1315977,24.45,580276,10.78,735701,3840000,71.33,0.33,1-02038-0005,263 WEST 152 STREET,HARLEM-CENTRAL,C1-WALK-UP,35,1920,"20,772","278,387",13.4,"174,469",8.4,"103,918","689,000",33.17,0.69
Manhattan,1-02075-0008,"527 143 STREET
New York, NY
(40.82438638643121, -73.94954489551132)",HARLEM-UPPER,D4-ELEVATOR,24,1910,29520,395568,13.4,195422,6.62,200146,1221000,41.36,1-02045-0036,"2753 FRED
New York, NY
(40.756053999992105, -73.9869510002884)",HARLEM-CENTRAL,D1-ELEVATOR,24,1910,21147,196462,9.29,120964,5.72,75498,449000,21.23,0.42,1-02002-0067,"594 RIVERSIDE DRIVE
New York, NY
(40.8221090240076, -73.95624816878251)",HARLEM-WEST,D1-ELEVATOR,36,1920,53832,1315977,24.45,580276,10.78,735701,3840000,71.33,0.38,1-02038-0005,263 WEST 152 STREET,HARLEM-CENTRAL,C1-WALK-UP,35,1920,"20,772","278,387",13.4,"174,469",8.4,"103,918","689,000",33.17,0.65
Manhattan,1-02075-0011,"523 143 STREET
New York, NY
(40.824347396233236, -73.94945276822938)",HARLEM-UPPER,D4-ELEVATOR,24,1910,29520,395568,13.4,195422,6.62,200146,895000,30.32,1-02045-0036,"2753 FRED
New York, NY
(40.756053999992105, -73.9869510002884)",HARLEM-CENTRAL,D1-ELEVATOR,24,1910,21147,196462,9.29,120964,5.72,75498,449000,21.23,0.42,1-02002-0067,"594 RIVERSIDE DRIVE
New York, NY
(40.8221090240076, -73.95624816878251)",HARLEM-WEST,D1-ELEVATOR,36,1920,53832,1315977,24.45,580276,10.78,735701,3840000,71.33,0.38,1-02038-0005,263 WEST 152 STREET,HARLEM-CENTRAL,C1-WALK-UP,35,1920,"20,772","278,387",13.4,"174,469",8.4,"103,918","689,000",33.17,0.65
Manhattan,1-02075-0017,"515 143 STREET
New York, NY
(40.82426941582817, -73.94926851364397)",HARLEM-UPPER,D4-ELEVATOR,24,1908,29520,395568,13.4,195422,6.62,200146,1221000,41.36,1-02045-0036,"2753 FRED
New York, NY
(40.756053999992105, -73.9869510002884)",HARLEM-CENTRAL,D1-ELEVATOR,24,1910,21147,196462,9.29,120964,5.72,75498,449000,21.23,0.42,1-02002-0067,"594 RIVERSIDE DRIVE
New York, NY
(40.8221090240076, -73.95624816878251)",HARLEM-WEST,D1-ELEVATOR,36,1920,53832,1315977,24.45,580276,10.78,735701,3840000,71.33,0.38,1-02038-0005,263 WEST 152 STREET,HARLEM-CENTRAL,C1-WALK-UP,35,1920,"20,772","278,387",13.4,"174,469",8.4,"103,918","689,000",33.17,0.65
Manhattan,1-02076-0023,"517 144 STREET
New York, NY
(40.79336341416626, -73.8270029681872)",HARLEM-UPPER,C6-WALK-UP,20,1880,16950,174246,10.28,89496,5.28,84750,528000,31.15,1-02083-0040,"510 152 STREET
New York, NY
(40.82975783753132, -73.94470797257283)",HARLEM-UPPER,C1-WALK-UP,20,1900,13680,140592,10.28,72217,5.28,68375,404000,29.53,0.35,1-02051-0085,"161 EDGECOMBE AVENUE
New York, NY
(40.82203707824527, -73.9446109417234)",HARLEM-CENTRAL,C1-WALK-UP,20,1920,13680,136588,9.98,90612,6.62,45976,276000,20.18,0.31,1-02045-0079,304 WEST 149 STREET,HARLEM-CENTRAL,C1-WALK-UP,24,1910,"21,180","242,585",11.45,"128,493",6.07,"114,092","733,000",34.61,0.44
Manhattan,1-02079-0007,"547 147 STREET
New York, NY
(40.794606089497314, -73.82201330700579)",HARLEM-UPPER,D4-ELEVATOR,30,1940,42528,569875,13.4,281535,6.62,288340,1890000,44.44,1-02082-0036,"502 151 STREET
New York, NY
(40.829057456141065, -73.94499724411571)",HARLEM-UPPER,D1-ELEVATOR,36,1920,29736,610183,20.52,274463,9.23,335720,2190000,73.65,0.15,1-02045-0036,"2753 FRED
New York, NY
(40.756053999992105, -73.9869510002884)",HARLEM-CENTRAL,D1-ELEVATOR,24,1910,21147,196462,9.29,120964,5.72,75498,449000,21.23,0.39,1-02038-0005,263 WEST 152 STREET,HARLEM-CENTRAL,C1-WALK-UP,35,1920,"20,772","278,387",13.4,"174,469",8.4,"103,918","689,000",33.17,0.53
Manhattan,1-02083-0008,"535 151 STREET
New York, NY
(40.829458725618714, -73.94580401401161)",HARLEM-UPPER,D4-ELEVATOR,33,1920,31850,370734,11.64,158932,4.99,211802,1357000,42.61,1-02038-0005,"263 152 STREET
New York, NY
(40.827020625174995, -73.93808739983398)",HARLEM-CENTRAL,C1-WALK-UP,35,1920,20772,278387,13.4,174469,8.4,103918,689000,33.17,0.47,1-02026-0029,"2400 ADAM
New York, NY
(40.756053999992105, -73.9869510002884)",HARLEM-CENTRAL,D7-ELEVATOR,57,1905,58569,672372,11.48,383041,6.54,289331,1397000,23.85,0.74,1-02002-0002,583 RIVERSIDE DRIVE,HARLEM-WEST,D1-ELEVATOR,70,1930,"67,350","783,954",11.64,"446,531",6.63,"337,423","2,161,000",32.09,0.82
Manhattan,1-02083-0021,"521 151 STREET
New York, NY
(40.82930414500049, -73.94543567738224)",HARLEM-UPPER,C6-WALK-UP,15,1900,12510,125350,10.02,66428,5.31,58922,368000,29.42,1-02083-0015,"529 151 STREET
New York, NY
(40.82939247677644, -73.94564615544212)",HARLEM-UPPER,C1-WALK-UP,22,1900,13916,247564,17.79,145881,10.48,101683,733000,52.67,0,1-02082-0056,"558 151 STREET
New York, NY
(40.829675778583, -73.9464705905594)",HARLEM-UPPER,C1-WALK-UP,15,1977,10875,191025,17.57,80386,7.39,110639,285000,26.21,0.05,1-02083-0042,514 WEST 152 STREET,HARLEM-UPPER,C1-WALK-UP,20,1920,"14,405","228,463",15.86,"114,232",7.93,"114,231","645,000",44.78,0
Manhattan,1-02083-0045,"522 152 STREET
New York, NY
(40.829900780683694, -73.94504919171075)",HARLEM-UPPER,C6-WALK-UP,24,1900,16476,169373,10.28,86993,5.28,82380,513000,31.14,1-02083-0040,"510 152 STREET
New York, NY
(40.82975783753132, -73.94470797257283)",HARLEM-UPPER,C1-WALK-UP,20,1900,13680,140592,10.28,72217,5.28,68375,404000,29.53,0,1-02082-0047,"520 151 STREET
New York, NY
(40.82925620263694, -73.94547081975041)",HARLEM-UPPER,C1-WALK-UP,19,1905,13535,129124,9.54,79992,5.91,49132,282000,20.83,0.05,1-02117-0023,524 WEST 159 STREET,WASHINGTON HEIGHTS LOWER,C1-WALK-UP,25,1907,"17,905","203,580",11.37,"118,173",6.6,"85,407","542,000",30.27,0.35
Manhattan,1-02083-0047,"524 152 STREET
New York, NY
(40.82993535261286, -73.94513130035068)",HARLEM-UPPER,C6-WALK-UP,24,1900,15084,155064,10.28,79644,5.28,75420,422000,27.98,1-02083-0040,"510 152 STREET
New York, NY
(40.82975783753132, -73.94470797257283)",HARLEM-UPPER,C1-WALK-UP,20,1900,13680,140592,10.28,72217,5.28,68375,404000,29.53,0,1-02082-0047,"520 151 STREET
New York, NY
(40.82925620263694, -73.94547081975041)",HARLEM-UPPER,C1-WALK-UP,19,1905,13535,129124,9.54,79992,5.91,49132,282000,20.83,0.05,1-02117-0023,524 WEST 159 STREET,WASHINGTON HEIGHTS LOWER,C1-WALK-UP,25,1907,"17,905","203,580",11.37,"118,173",6.6,"85,407","542,000",30.27,0.35
Manhattan,1-02084-0050,"530 153 STREET
New York, NY
(40.83060732639481, -73.94479832135836)",HARLEM-UPPER,C6-WALK-UP,14,1900,12585,122704,9.75,67078,5.33,55626,329000,26.14,1-02083-0040,"510 152 STREET
New York, NY
(40.82975783753132, -73.94470797257283)",HARLEM-UPPER,C1-WALK-UP,20,1900,13680,140592,10.28,72217,5.28,68375,404000,29.53,0.05,1-02082-0040,"508 151 STREET
New York, NY
(40.82912370497303, -73.9451551026606)",HARLEM-UPPER,C1-WALK-UP,14,1905,12040,117390,9.75,70434,5.85,46956,278000,23.09,0.1,1-02082-0047,520 WEST 151 STREET,HARLEM-UPPER,C1-WALK-UP,19,1905,"13,535","129,124",9.54,"79,992",5.91,"49,132","282,000",20.83,0.1
Manhattan,1-02084-0052,"534 153 STREET
New York, NY
(40.83065302167325, -73.94490524830992)",HARLEM-UPPER,C6-WALK-UP,15,1900,12585,122704,9.75,67078,5.33,55626,329000,26.14,1-02082-0040,"508 151 STREET
New York, NY
(40.82912370497303, -73.9451551026606)",HARLEM-UPPER,C1-WALK-UP,14,1905,12040,117390,9.75,70434,5.85,46956,278000,23.09,0.1,1-02082-0047,"520 151 STREET
New York, NY
(40.82925620263694, -73.94547081975041)",HARLEM-UPPER,C1-WALK-UP,19,1905,13535,129124,9.54,79992,5.91,49132,282000,20.83,0.1,1-02119-0066,547 WEST 160 STREET,WASHINGTON HEIGHTS LOWER,C1-WALK-UP,20,1907,"15,175","172,441",11.36,"130,349",8.59,"42,092","271,000",17.86,0.4
Manhattan,1-02084-0061,"550 153 STREET
New York, NY
(40.830835802803136, -73.94533295615383)",HARLEM-UPPER,C6-WALK-UP,21,1900,11215,126057,11.24,63028,5.62,63029,406000,36.2,1-02083-0040,"510 152 STREET
New York, NY
(40.82975783753132, -73.94470797257283)",HARLEM-UPPER,C1-WALK-UP,20,1900,13680,140592,10.28,72217,5.28,68375,404000,29.53,0.05,1-02119-0066,"547 160 STREET
New York, NY
(40.83549301201382, -73.9423715172226)",WASHINGTON HEIGHTS LOWER,C1-WALK-UP,20,1907,15175,172441,11.36,130349,8.59,42092,271000,17.86,0.4,1-02045-0086,305 WEST 149 STREET,HARLEM-CENTRAL,C4-WALK-UP,24,1910,"21,588","242,585",11.24,"149,985",6.95,"92,600","596,000",27.61,0.42
Manhattan,1-02084-0064,"3692 BROADWAY
New York, NY
(40.831156203622356, -73.9468682400169)",HARLEM-UPPER,C6-WALK-UP,24,1926,15072,154940,10.28,79580,5.28,75360,421000,27.93,1-02083-0040,"510 152 STREET
New York, NY
(40.82975783753132, -73.94470797257283)",HARLEM-UPPER,C1-WALK-UP,20,1900,13680,140592,10.28,72217,5.28,68375,404000,29.53,0.05,1-02082-0047,"520 151 STREET
New York, NY
(40.82925620263694, -73.94547081975041)",HARLEM-UPPER,C1-WALK-UP,19,1905,13535,129124,9.54,79992,5.91,49132,282000,20.83,0.1,1-02119-0058,531 WEST 160 STREET,WASHINGTON HEIGHTS LOWER,C1-WALK-UP,20,1910,"15,175","164,787",10.86,"100,739",6.64,"64,048","397,000",26.16,0.4
Manhattan,1-02086-0054,"604 RIVERSIDE DRIVE
New York, NY
(40.822639624004864, -73.95580750098816)",HARLEM-UPPER,D4-ELEVATOR,32,1904,29750,416203,13.99,205870,6.92,210333,1384000,46.52,1-02086-0020,"607 137 STREET
New York, NY
(40.82152774670278, -73.95437978324256)",HARLEM-UPPER,D1-ELEVATOR,36,1906,38750,528163,13.63,274350,7.08,253813,663000,17.11,0,1-02063-0054,"452 149 STREET
New York, NY
(40.796002695368976, -73.81928292733281)",HARLEM-UPPER,D1-ELEVATOR,30,1902,29424,421945,14.34,262911,8.94,159034,1101000,37.42,0.61,1-02061-0029,723 ST NICHOLAS AVENUE,HARLEM-UPPER,D1-ELEVATOR,40,1906,"33,780","471,481",13.96,"232,694",6.89,"238,787","1,572,000",46.54,0.58
Manhattan,1-02087-0031,"3405 BROADWAY
New York, NY
(40.82225291553232, -73.95363114167725)",HARLEM-UPPER,C6-WALK-UP,18,1910,16020,172375,10.76,88911,5.55,83464,449000,28.03,1-01988-0105,"1524 AMSTERDAM AVENUE
New York, NY
(40.819159247751486, -73.95204833490567)",HARLEM-WEST,C7-WALK-UP,17,1905,15530,155172,9.99,90849,5.85,64323,402000,25.89,0.21,1-01988-0115,"510 136 STREET
New York, NY
(40.819668664213786, -73.95206871062378)",HARLEM-WEST,C1-WALK-UP,18,1905,15048,161976,10.76,83588,5.55,78388,444400,29.53,0.21,1-01988-0088,521 WEST 135 STREET,HARLEM-WEST,C1-WALK-UP,20,1915,"13,170","145,113",11.02,"37,387",2.84,"107,726","666,000",50.57,0.21
Manhattan,1-02090-0019,"619 143 STREET
New York, NY
(40.825328938066335, -73.95176456854541)",HARLEM-UPPER,C6-WALK-UP,20,1926,17420,187439,10.76,96681,5.55,90758,562000,32.26,1-02072-0030,"1626 AMSTERDAM AVENUE
New York, NY
(40.822369827396074, -73.9497011044092)",HARLEM-UPPER,D1-ELEVATOR,54,1920,63000,902233,14.32,378772,6.01,523461,3626000,57.56,0.24,1-01988-0115,"510 136 STREET
New York, NY
(40.819668664213786, -73.95206871062378)",HARLEM-WEST,C1-WALK-UP,18,1905,15048,161976,10.76,83588,5.55,78388,444400,29.53,0.42,1-02083-0040,510 WEST 152 STREET,HARLEM-UPPER,C1-WALK-UP,20,1900,"13,680","140,592",10.28,"72,217",5.28,"68,375","404,000",29.53,0.42
Manhattan,1-02108-0039,"515 EDGECOMBE AVENUE
New York, NY
(40.83249619344599, -73.93977258920575)",WASHINGTON HEIGHTS LOWER,C6-WALK-UP,23,1923,21705,317110,14.61,140648,6.48,176462,1219000,56.16,1-02108-0065,"945 ST NICHOLAS AVENUE
New York, NY
(40.832819949376585, -73.94075285021768)",WASHINGTON HEIGHTS LOWER,C7-WALK-UP,32,1915,20610,301088,14.61,133607,6.48,167481,1074000,52.11,0.06,1-02109-0024,"992 ST NICHOLAS AVENUE
New York, NY
(40.83432181716552, -73.94012332479718)",WASHINGTON HEIGHTS LOWER,C1-WALK-UP,28,1923,20425,337625,16.53,172183,8.43,165442,1198000,58.65,0.1,1-02109-0005,2011 AMSTERDAM AVENUE,WASHINGTON HEIGHTS LOWER,C7-WALK-UP,44,1930,"24,368","349,437",14.34,"188,608",7.74,"160,829","1,099,000",45.1,0.12
Manhattan,1-02110-0063,"2087 AMSTERDAM AVENUE
New York, NY
(40.836830925627225, -73.93913407056493)",WASHINGTON HEIGHTS LOWER,C6-WALK-UP,15,1915,15200,172824,11.37,74784,4.92,98040,630000,41.45,1-02111-0104,"451 166 STREET
New York, NY
(40.83819395700016, -73.9371526429774)",WASHINGTON HEIGHTS LOWER,C1-WALK-UP,20,1906,11750,113740,9.68,68150,5.8,45590,267000,22.72,0.16,1-02117-0023,"524 159 STREET
New York, NY
(40.83438814756022, -73.94185276267736)",WASHINGTON HEIGHTS LOWER,C1-WALK-UP,25,1907,17905,203580,11.37,118173,6.6,85407,542000,30.27,0.28,1-02117-0034,1996 AMSTERDAM AVENUE,WASHINGTON HEIGHTS LOWER,C7-WALK-UP,31,1907,"26,184","384,119",14.67,"203,450",7.77,"180,669","821,000",31.36,0.28
Manhattan,1-02110-0065,"2089 AMSTERDAM AVENUE
New York, NY
(40.836929851050456, -73.93907111802287)",WASHINGTON HEIGHTS LOWER,C6-WALK-UP,20,1915,15347,174495,11.37,75507,4.92,98988,537000,34.99,1-02111-0104,"451 166 STREET
New York, NY
(40.83819395700016, -73.9371526429774)",WASHINGTON HEIGHTS LOWER,C1-WALK-UP,20,1906,11750,113740,9.68,68150,5.8,45590,267000,22.72,0.16,1-02117-0023,"524 159 STREET
New York, NY
(40.83438814756022, -73.94185276267736)",WASHINGTON HEIGHTS LOWER,C1-WALK-UP,25,1907,17905,203580,11.37,118173,6.6,85407,542000,30.27,0.28,1-02117-0034,1996 AMSTERDAM AVENUE,WASHINGTON HEIGHTS LOWER,C7-WALK-UP,31,1907,"26,184","384,119",14.67,"203,450",7.77,"180,669","821,000",31.36,0.28
Manhattan,1-02110-0066,"2091 AMSTERDAM AVENUE
New York, NY
(40.83702877647369, -73.93899917226054)",WASHINGTON HEIGHTS LOWER,C6-WALK-UP,20,1905,16795,190791,11.36,107320,6.39,83471,537000,31.97,1-02119-0066,"547 160 STREET
New York, NY
(40.83549301201382, -73.9423715172226)",WASHINGTON HEIGHTS LOWER,C1-WALK-UP,20,1907,15175,172441,11.36,130349,8.59,42092,271000,17.86,0.2,1-02119-0058,"531 160 STREET
New York, NY
(40.835370211958534, -73.94207252578363)",WASHINGTON HEIGHTS LOWER,C1-WALK-UP,20,1910,15175,164787,10.86,100739,6.64,64048,397000,26.16,0.2,1-02117-0034,1996 AMSTERDAM AVENUE,WASHINGTON HEIGHTS LOWER,C7-WALK-UP,31,1907,"26,184","384,119",14.67,"203,450",7.77,"180,669","821,000",31.36,0.28
Manhattan,1-02110-0076,"438 164 STREET
New York, NY
(40.83674254930498, -73.9377596045057)",WASHINGTON HEIGHTS LOWER,C6-WALK-UP,20,1920,19270,219100,11.37,94808,4.92,124292,799000,41.46,1-02119-0066,"547 160 STREET
New York, NY
(40.83549301201382, -73.9423715172226)",WASHINGTON HEIGHTS LOWER,C1-WALK-UP,20,1907,15175,172441,11.36,130349,8.59,42092,271000,17.86,0.2,1-02117-0023,"524 159 STREET
New York, NY
(40.83438814756022, -73.94185276267736)",WASHINGTON HEIGHTS LOWER,C1-WALK-UP,25,1907,17905,203580,11.37,118173,6.6,85407,542000,30.27,0.28,1-02117-0034,1996 AMSTERDAM AVENUE,WASHINGTON HEIGHTS LOWER,C7-WALK-UP,31,1907,"26,184","384,119",14.67,"203,450",7.77,"180,669","821,000",31.36,0.28
Manhattan,1-02116-0019,"526 158 STREET
New York, NY
(40.83378562722319, -73.94236671466999)",WASHINGTON HEIGHTS LOWER,C6-WALK-UP,30,1925,21270,326495,15.35,129322,6.08,197173,1188000,55.85,1-02116-0015,"540 158 STREET
New York, NY
(40.8339414154817, -73.94273625891108)",WASHINGTON HEIGHTS LOWER,C1-WALK-UP,30,1925,21150,337131,15.94,161798,7.65,175333,1197000,56.6,0,1-02116-0017,"536 158 STREET
New York, NY
(40.833896904568526, -73.9426306748845)",WASHINGTON HEIGHTS LOWER,C1-WALK-UP,30,1925,21450,329258,15.35,167739,7.82,161519,959000,44.71,0,1-02118-0043,509 WEST 159 STREET,WASHINGTON HEIGHTS LOWER,C7-WALK-UP,25,1916,"15,558","181,125",11.64,"80,576",5.18,"100,549","644,000",41.39,0.1
Manhattan,1-02119-0047,"509 160 STREET
New York, NY
(40.83497475144991, -73.94114521668871)",WASHINGTON HEIGHTS LOWER,C6-WALK-UP,20,1909,15370,210723,13.71,100059,6.51,110664,731000,47.56,1-02119-0066,"547 160 STREET
New York, NY
(40.83549301201382, -73.9423715172226)",WASHINGTON HEIGHTS LOWER,C1-WALK-UP,20,1907,15175,172441,11.36,130349,8.59,42092,271000,17.86,0,1-02117-0034,"1996 AMSTERDAM AVENUE
New York, NY
(40.83404356986823, -73.94121496373857)",WASHINGTON HEIGHTS LOWER,C7-WALK-UP,31,1907,26184,384119,14.67,203450,7.77,180669,821000,31.36,0.1,1-02054-0022,377 EDGECOMBE AVENUE,HARLEM-CENTRAL,C1-WALK-UP,15,1920,"12,905","128,814",9.98,"74,384",5.76,"54,430","340,000",26.35,0.49
Manhattan,1-02122-0133,"549 163 STREET
New York, NY
(40.83738231360805, -73.94105872586896)",WASHINGTON HEIGHTS LOWER,D4-ELEVATOR,38,1910,48210,547184,11.35,287814,5.97,259370,1551000,32.17,1-02038-0005,"263 152 STREET
New York, NY
(40.827020625174995, -73.93808739983398)",HARLEM-CENTRAL,C1-WALK-UP,35,1920,20772,278387,13.4,174469,8.4,103918,689000,33.17,0.74,1-02051-0098,"180 EDGECOMBE AVENUE
New York, NY
(40.82197412570321, -73.94464691460456)",HARLEM-CENTRAL,D1-ELEVATOR,42,1920,42348,293472,6.93,208352,4.92,85120,506000,11.95,1.05,1-02026-0029,2400 ADAM C POWELL BOULEV,HARLEM-CENTRAL,D7-ELEVATOR,57,1905,"58,569","672,372",11.48,"383,041",6.54,"289,331","1,397,000",23.85,1.26
Manhattan,1-02127-0052,"503 170 STREET
New York, NY
(40.84118078641288, -73.9362188945244)",WASHINGTON HEIGHTS LOWER,C6-WALK-UP,25,1911,18005,246849,13.71,117213,6.51,129636,801000,44.49,1-02119-0058,"531 160 STREET
New York, NY
(40.835370211958534, -73.94207252578363)",WASHINGTON HEIGHTS LOWER,C1-WALK-UP,20,1910,15175,164787,10.86,100739,6.64,64048,397000,26.16,0.51,1-02117-0034,"1996 AMSTERDAM AVENUE
New York, NY
(40.83404356986823, -73.94121496373857)",WASHINGTON HEIGHTS LOWER,C7-WALK-UP,31,1907,26184,384119,14.67,203450,7.77,180669,821000,31.36,0.61,1-02054-0022,377 EDGECOMBE AVENUE,HARLEM-CENTRAL,C1-WALK-UP,15,1920,"12,905","128,814",9.98,"74,384",5.76,"54,430","340,000",26.35,0.95
